Code,Description
S85.8,Injury of other blood vessels at lower leg level
S85.9,Injury of unspecified blood vessel at lower leg level
S86,Injury of muscle and tendon at lower leg level
S86.0,Injury of Achilles tendon
S86.1,Injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level
S86.2,Injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level
S86.3,Injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level
S86.7,Injury of multiple muscles and tendons at lower leg level
S86.8,Injury of other muscles and tendons at lower leg level
S86.9,Injury of unspecified muscle and tendon at lower leg level
S87,Crushing injury of lower leg
S87.0,Crushing injury of knee
S87.8,Crushing injury of other and unspecified parts of lower leg
S88,Traumatic amputation of lower leg
S88.0,Traumatic amputation at knee level
S88.1,Traumatic amputation at level between knee and ankle
S88.9,"Traumatic amputation of lower leg, level unspecified"
S89,Other and unspecified injuries of lower leg
S89.7,Multiple injuries of lower leg
S89.8,Other specified injuries of lower leg
S89.9,Unspecified injury of lower leg
S90-,ICD-10 Version
S90,Superficial injury of ankle and foot
S90.0,Contusion of ankle
S90.1,Contusion of toe(s) without damage to nail
S90.2,Contusion of toe(s) with damage to nail
S90.3,Contusion of other and unspecified parts of foot
S90.7,Multiple superficial injuries of ankle and foot
S90.8,Other superficial injuries of ankle and foot
S90.9,"Superficial injury of ankle and foot, unspecified"
S91,Open wound of ankle and foot
S91.0,Open wound of ankle
S91.1,Open wound of toe(s) without damage to nail
S91.2,Open wound of toe(s) with damage to nail
S91.3,Open wound of other parts of foot
S91.7,Multiple open wounds of ankle and foot
S92,"Fracture of foot, except ankle Modifier-Hint"
S92.0,Fracture of calcaneus
S92.1,Fracture of talus
S92.2,Fracture of other tarsal bone(s)
S92.3,Fracture of metatarsal bone
S92.4,Fracture of great toe
S92.5,Fracture of other toe
S92.7,Multiple fractures of foot
S92.9,"Fracture of foot, unspecified"
S93,"Dislocation, sprain and strain of joints and ligaments at ankle and foot level"
S93.0,Dislocation of ankle joint
S93.1,Dislocation of toe(s)
S93.2,Rupture of ligaments at ankle and foot level
S93.3,Dislocation of other and unspecified parts of foot
S93.4,Sprain and strain of ankle
S93.5,Sprain and strain of toe(s)
S93.6,Sprain and strain of other and unspecified parts of foot
S94,Injury of nerves at ankle and foot level
S94.0,Injury of lateral plantar nerve
S94.1,Injury of medial plantar nerve
S94.2,Injury of deep peroneal nerve at ankle and foot level
S94.3,Injury of cutaneous sensory nerve at ankle and foot level
S94.7,Injury of multiple nerves at ankle and foot level
S94.8,Injury of other nerves at ankle and foot level
S94.9,Injury of unspecified nerve at ankle and foot level
S95,Injury of blood vessels at ankle and foot level
S95.0,Injury of dorsal artery of foot
S95.1,Injury of plantar artery of foot
S95.2,Injury of dorsal vein of foot
S95.7,Injury of multiple blood vessels at ankle and foot level
S95.8,Injury of other blood vessels at ankle and foot level
S95.9,Injury of unspecified blood vessel at ankle and foot level
S96,Injury of muscle and tendon at ankle and foot level
S96.0,Injury of muscle and tendon of long flexor muscle of toe at ankle and foot level
S96.1,Injury of muscle and tendon of long extensor muscle of toe at ankle and foot level
S96.2,Injury of intrinsic muscle and tendon at ankle and foot level
S96.7,Injury of multiple muscles and tendons at ankle and foot level
S96.8,Injury of other muscles and tendons at ankle and foot level
S96.9,Injury of unspecified muscle and tendon at ankle and foot level
S97,Crushing injury of ankle and foot
S97.0,Crushing injury of ankle
S97.1,Crushing injury of toe(s)
S97.8,Crushing injury of other parts of ankle and foot
S98,Traumatic amputation of ankle and foot
S98.0,Traumatic amputation of foot at ankle level
S98.1,Traumatic amputation of one toe
S98.2,Traumatic amputation of two or more toes
S98.3,Traumatic amputation of other parts of foot
S98.4,"Traumatic amputation of foot, level unspecified"
S99,Other and unspecified injuries of ankle and foot
S99.7,Multiple injuries of ankle and foot
S99.8,Other specified injuries of ankle and foot
S99.9,Unspecified injury of ankle and foot
T00-,ICD-10 Version
T00,Superficial injuries involving multiple body regions
T00.0,Superficial injuries involving head with neck
T00.1,"Superficial injuries involving thorax with abdomen, lower back and pelvis"
T00.2,Superficial injuries involving multiple regions of upper limb(s)
T00.3,Superficial injuries involving multiple regions of lower limb(s)
T00.6,Superficial injuries involving multiple regions of upper limb(s) with lower limb(s)
T00.8,Superficial injuries involving other combinations of body regions
T00.9,"Multiple superficial injuries, unspecified"
T01,Open wounds involving multiple body regions
T01.0,Open wounds involving head with neck
T01.1,"Open wounds involving thorax with abdomen, lower back and pelvis"
T01.2,Open wounds involving multiple regions of upper limb(s)
T01.3,Open wounds involving multiple regions of lower limb(s)
T01.6,Open wounds involving multiple regions of upper limb(s) with lower limb(s)
T01.8,Open wounds involving other combinations of body regions
T01.9,"Multiple open wounds, unspecified"
T02,Fractures involving multiple body regions Modifier-Hint Modifiers The following subdivisions are provided for optional use in a supplementary character position where it is not possible or not desired to use multiple coding to identify fracture and open wound; a fracture not indicated as closed or open should be classified as closed. Code Title 0 closed 1 open
T02.0,Fractures involving head with neck
T02.1,Fractures involving thorax with lower back and pelvis
T02.2,Fractures involving multiple regions of one upper limb
T02.3,Fractures involving multiple regions of one lower limb
T02.4,Fractures involving multiple regions of both upper limbs
T02.5,Fractures involving multiple regions of both lower limbs
T02.6,Fractures involving multiple regions of upper limb(s) with lower limb(s)
T02.7,Fractures involving thorax with lower back and pelvis with limb(s)
T02.8,Fractures involving other combinations of body regions
T02.9,"Multiple fractures, unspecified"
T03,"Dislocations, sprains and strains involving multiple body regions"
T03.0,"Dislocations, sprains and strains involving head with neck"
T03.1,"Dislocations, sprains and strains involving thorax with lower back and pelvis"
T03.2,"Dislocations, sprains and strains involving multiple regions of upper limb(s)"
T03.3,"Dislocations, sprains and strains involving multiple regions of lower limb(s)"
T03.4,"Dislocations, sprains and strains involving multiple regions of upper limb(s) with lower limb(s)"
T03.8,"Dislocations, sprains and strains involving other combinations of body regions"
T03.9,"Multiple dislocations, sprains and strains, unspecified"
T04,Crushing injuries involving multiple body regions
T04.0,Crushing injuries involving head with neck
T04.1,"Crushing injuries involving thorax with abdomen, lower back and pelvis"
T04.2,Crushing injuries involving multiple regions of upper limb(s)
T04.3,Crushing injuries involving multiple regions of lower limb(s)
T04.4,Crushing injuries involving multiple regions of upper limb(s) with lower limb(s)
T04.7,"Crushing injuries of thorax with abdomen, lower back and pelvis with limb(s)"
T04.8,Crushing injuries involving other combinations of body regions
T04.9,"Multiple crushing injuries, unspecified"
T05,Traumatic amputations involving multiple body regions
T05.0,Traumatic amputation of both hands
T05.1,"Traumatic amputation of one hand and other arm [any level, except hand]"
T05.2,Traumatic amputation of both arms [any level]
T05.3,Traumatic amputation of both feet
T05.4,"Traumatic amputation of one foot and other leg [any level, except foot]"
T05.5,Traumatic amputation of both legs [any level]
T05.6,"Traumatic amputation of upper and lower limbs, any combination [any level]"
T05.8,Traumatic amputations involving other combinations of body regions
T05.9,"Multiple traumatic amputations, unspecified"
T06,"Other injuries involving multiple body regions, not elsewhere classified"
T06.0,Injuries of brain and cranial nerves with injuries of nerves and spinal cord at neck level
T06.1,Injuries of nerves and spinal cord involving other multiple body regions
T06.2,Injuries of nerves involving multiple body regions
T06.3,Injuries of blood vessels involving multiple body regions
T06.4,Injuries of muscles and tendons involving multiple body regions
T06.5,Injuries of intrathoracic organs with intra-abdominal and pelvic organs
T06.8,Other specified injuries involving multiple body regions
T07,Unspecified multiple injuries
T08-,ICD-10 Version
T08,"Fracture of spine, level unspecified Modifier-Hint"
T09,"Other injuries of spine and trunk, level unspecified"
T09.0,"Superficial injury of trunk, level unspecified"
T09.1,"Open wound of trunk, level unspecified"
T09.2,"Dislocation, sprain and strain of unspecified joint and ligament of trunk"
T09.3,"Injury of spinal cord, level unspecified"
T09.4,"Injury of unspecified nerve, spinal nerve root and plexus of trunk"
T09.5,Injury of unspecified muscle and tendon of trunk
T09.6,"Traumatic amputation of trunk, level unspecified"
T09.8,"Other specified injuries of trunk, level unspecified"
T09.9,"Unspecified injury of trunk, level unspecified"
T10,"Fracture of upper limb, level unspecified Modifier-Hint"
T11,"Other injuries of upper limb, level unspecified"
T11.0,"Superficial injury of upper limb, level unspecified"
T11.1,"Open wound of upper limb, level unspecified"
T11.2,"Dislocation, sprain and strain of unspecified joint and ligament of upper limb, level unspecified"
T11.3,"Injury of unspecified nerve of upper limb, level unspecified"
T11.4,"Injury of unspecified blood vessel of upper limb, level unspecified"
T11.5,"Injury of unspecified muscle and tendon of upper limb, level unspecified"
T11.6,"Traumatic amputation of upper limb, level unspecified"
T11.8,"Other specified injuries of upper limb, level unspecified"
T11.9,"Unspecified injury of upper limb, level unspecified"
T12,"Fracture of lower limb, level unspecified Modifier-Hint"
T13,"Other injuries of lower limb, level unspecified"
T13.0,"Superficial injury of lower limb, level unspecified"
T13.1,"Open wound of lower limb, level unspecified"
T13.2,"Dislocation, sprain and strain of unspecified joint and ligament of lower limb, level unspecified"
T13.3,"Injury of unspecified nerve of lower limb, level unspecified"
T13.4,"Injury of unspecified blood vessel of lower limb, level unspecified"
T13.5,"Injury of unspecified muscle and tendon of lower limb, level unspecified"
T13.6,"Traumatic amputation of lower limb, level unspecified"
T13.8,"Other specified injuries of lower limb, level unspecified"
T13.9,"Unspecified injury of lower limb, level unspecified"
T14,Injury of unspecified body region
T14.0,Superficial injury of unspecified body region
T14.1,Open wound of unspecified body region
T14.2,Fracture of unspecified body region Modifier-Hint
T14.3,"Dislocation, sprain and strain of unspecified body region"
T14.4,Injury of nerve(s) of unspecified body region
T14.5,Injury of blood vessel(s) of unspecified body region
T14.6,Injury of muscles and tendons of unspecified body region
T14.7,Crushing injury and traumatic amputation of unspecified body region
T14.8,Other injuries of unspecified body region
T14.9,"Injury, unspecified"
T15-,ICD-10 Version
T15,Foreign body on external eye
T15.0,Foreign body in cornea
T15.1,Foreign body in conjunctival sac
T15.8,Foreign body in other and multiple parts of external eye
T15.9,"Foreign body on external eye, part unspecified"
T16,Foreign body in ear
T17,Foreign body in respiratory tract
T17.0,Foreign body in nasal sinus
T17.1,Foreign body in nostril
T17.2,Foreign body in pharynx
T17.3,Foreign body in larynx
T17.4,Foreign body in trachea
T17.5,Foreign body in bronchus
T17.8,Foreign body in other and multiple parts of respiratory tract
T17.9,"Foreign body in respiratory tract, part unspecified"
T18,Foreign body in alimentary tract
T18.0,Foreign body in mouth
T18.1,Foreign body in oesophagus
T18.2,Foreign body in stomach
T18.3,Foreign body in small intestine
T18.4,Foreign body in colon
T18.5,Foreign body in anus and rectum
T18.8,Foreign body in other and multiple parts of alimentary tract
T18.9,"Foreign body in alimentary tract, part unspecified"
T19,Foreign body in genitourinary tract
T19.0,Foreign body in urethra
T19.1,Foreign body in bladder
T19.2,Foreign body in vulva and vagina
T19.3,Foreign body in uterus [any part]
T19.8,Foreign body in other and multiple parts of genitourinary tract
T19.9,"Foreign body in genitourinary tract, part unspecified"
T20-,ICD-10 Version
T20,Burn and corrosion of head and neck
T20.0,Burn of unspecified degree of head and neck
T20.1,Burn of first degree of head and neck
T20.2,Burn of second degree of head and neck
T20.3,Burn of third degree of head and neck
T20.4,Corrosion of unspecified degree of head and neck
T20.5,Corrosion of first degree of head and neck
T20.6,Corrosion of second degree of head and neck
T20.7,Corrosion of third degree of head and neck
T21,Burn and corrosion of trunk
T21.0,Burn of unspecified degree of trunk
T21.1,Burn of first degree of trunk
T21.2,Burn of second degree of trunk
T21.3,Burn of third degree of trunk
T21.4,Corrosion of unspecified degree of trunk
T21.5,Corrosion of first degree of trunk
T21.6,Corrosion of second degree of trunk
T21.7,Corrosion of third degree of trunk
T22,"Burn and corrosion of shoulder and upper limb, except wrist and hand"
T22.0,"Burn of unspecified degree of shoulder and upper limb, except wrist and hand"
T22.1,"Burn of first degree of shoulder and upper limb, except wrist and hand"
T22.2,"Burn of second degree of shoulder and upper limb, except wrist and hand"
T22.3,"Burn of third degree of shoulder and upper limb, except wrist and hand"
T22.4,"Corrosion of unspecified degree of shoulder and upper limb, except wrist and hand"
T22.5,"Corrosion of first degree of shoulder and upper limb, except wrist and hand"
T22.6,"Corrosion of second degree of shoulder and upper limb, except wrist and hand"
T22.7,"Corrosion of third degree of shoulder and upper limb, except wrist and hand"
T23,Burn and corrosion of wrist and hand
T23.0,Burn of unspecified degree of wrist and hand
T23.1,Burn of first degree of wrist and hand
T23.2,Burn of second degree of wrist and hand
T23.3,Burn of third degree of wrist and hand
T23.4,Corrosion of unspecified degree of wrist and hand
T23.5,Corrosion of first degree of wrist and hand
T23.6,Corrosion of second degree of wrist and hand
T23.7,Corrosion of third degree of wrist and hand
T24,"Burn and corrosion of hip and lower limb, except ankle and foot"
T24.0,"Burn of unspecified degree of hip and lower limb, except ankle and foot"
T24.1,"Burn of first degree of hip and lower limb, except ankle and foot"
T24.2,"Burn of second degree of hip and lower limb, except ankle and foot"
T24.3,"Burn of third degree of hip and lower limb, except ankle and foot"
T24.4,"Corrosion of unspecified degree of hip and lower limb, except ankle and foot"
T24.5,"Corrosion of first degree of hip and lower limb, except ankle and foot"
T24.6,"Corrosion of second degree of hip and lower limb, except ankle and foot"
T24.7,"Corrosion of third degree of hip and lower limb, except ankle and foot"
T25,Burn and corrosion of ankle and foot
T25.0,Burn of unspecified degree of ankle and foot
T25.1,Burn of first degree of ankle and foot
T25.2,Burn of second degree of ankle and foot
T25.3,Burn of third degree of ankle and foot
T25.4,Corrosion of unspecified degree of ankle and foot
T25.5,Corrosion of first degree of ankle and foot
T25.6,Corrosion of second degree of ankle and foot
T25.7,Corrosion of third degree of ankle and foot
T20-,ICD-10 Version
T20,Burn and corrosion of head and neck
T20.0,Burn of unspecified degree of head and neck
T20.1,Burn of first degree of head and neck
T20.2,Burn of second degree of head and neck
T20.3,Burn of third degree of head and neck
T20.4,Corrosion of unspecified degree of head and neck
T20.5,Corrosion of first degree of head and neck
T20.6,Corrosion of second degree of head and neck
T20.7,Corrosion of third degree of head and neck
T21,Burn and corrosion of trunk
T21.0,Burn of unspecified degree of trunk
T21.1,Burn of first degree of trunk
T21.2,Burn of second degree of trunk
T21.3,Burn of third degree of trunk
T21.4,Corrosion of unspecified degree of trunk
T21.5,Corrosion of first degree of trunk
T21.6,Corrosion of second degree of trunk
T21.7,Corrosion of third degree of trunk
T22,"Burn and corrosion of shoulder and upper limb, except wrist and hand"
T22.0,"Burn of unspecified degree of shoulder and upper limb, except wrist and hand"
T22.1,"Burn of first degree of shoulder and upper limb, except wrist and hand"
T22.2,"Burn of second degree of shoulder and upper limb, except wrist and hand"
T22.3,"Burn of third degree of shoulder and upper limb, except wrist and hand"
T22.4,"Corrosion of unspecified degree of shoulder and upper limb, except wrist and hand"
T22.5,"Corrosion of first degree of shoulder and upper limb, except wrist and hand"
T22.6,"Corrosion of second degree of shoulder and upper limb, except wrist and hand"
T22.7,"Corrosion of third degree of shoulder and upper limb, except wrist and hand"
T23,Burn and corrosion of wrist and hand
T23.0,Burn of unspecified degree of wrist and hand
T23.1,Burn of first degree of wrist and hand
T23.2,Burn of second degree of wrist and hand
T23.3,Burn of third degree of wrist and hand
T23.4,Corrosion of unspecified degree of wrist and hand
T23.5,Corrosion of first degree of wrist and hand
T23.6,Corrosion of second degree of wrist and hand
T23.7,Corrosion of third degree of wrist and hand
T24,"Burn and corrosion of hip and lower limb, except ankle and foot"
T24.0,"Burn of unspecified degree of hip and lower limb, except ankle and foot"
T24.1,"Burn of first degree of hip and lower limb, except ankle and foot"
T24.2,"Burn of second degree of hip and lower limb, except ankle and foot"
T24.3,"Burn of third degree of hip and lower limb, except ankle and foot"
T24.4,"Corrosion of unspecified degree of hip and lower limb, except ankle and foot"
T24.5,"Corrosion of first degree of hip and lower limb, except ankle and foot"
T24.6,"Corrosion of second degree of hip and lower limb, except ankle and foot"
T24.7,"Corrosion of third degree of hip and lower limb, except ankle and foot"
T25,Burn and corrosion of ankle and foot
T25.0,Burn of unspecified degree of ankle and foot
T25.1,Burn of first degree of ankle and foot
T25.2,Burn of second degree of ankle and foot
T25.3,Burn of third degree of ankle and foot
T25.4,Corrosion of unspecified degree of ankle and foot
T25.5,Corrosion of first degree of ankle and foot
T25.6,Corrosion of second degree of ankle and foot
T25.7,Corrosion of third degree of ankle and foot
T26-,ICD-10 Version
T26,Burn and corrosion confined to eye and adnexa
T26.0,Burn of eyelid and periocular area
T26.1,Burn of cornea and conjunctival sac
T26.2,Burn with resulting rupture and destruction of eyeball
T26.3,Burn of other parts of eye and adnexa
T26.4,"Burn of eye and adnexa, part unspecified"
T26.5,Corrosion of eyelid and periocular area
T26.6,Corrosion of cornea and conjunctival sac
T26.7,Corrosion with resulting rupture and destruction of eyeball
T26.8,Corrosion of other parts of eye and adnexa
T26.9,"Corrosion of eye and adnexa, part unspecified"
T27,Burn and corrosion of respiratory tract
T27.0,Burn of larynx and trachea
T27.1,Burn involving larynx and trachea with lung
T27.2,Burn of other parts of respiratory tract
T27.3,"Burn of respiratory tract, part unspecified"
T27.4,Corrosion of larynx and trachea
T27.5,Corrosion involving larynx and trachea with lung
T27.6,Corrosion of other parts of respiratory tract
T27.7,"Corrosion of respiratory tract, part unspecified"
T28,Burn and corrosion of other internal organs
T28.0,Burn of mouth and pharynx
T28.1,Burn of oesophagus
T28.2,Burn of other parts of alimentary tract
T28.3,Burn of internal genitourinary organs
T28.4,Burn of other and unspecified internal organs
T28.5,Corrosion of mouth and pharynx
T28.6,Corrosion of oesophagus
T28.7,Corrosion of other parts of alimentary tract
T28.8,Corrosion of internal genitourinary organs
T28.9,Corrosion of other and unspecified internal organs
T29-,ICD-10 Version
T29,Burns and corrosions of multiple body regions
T29.0,"Burns of multiple regions, unspecified degree"
T29.1,"Burns of multiple regions, no more than first-degree burns mentioned"
T29.2,"Burns of multiple regions, no more than second-degree burns mentioned"
T29.3,"Burns of multiple regions, at least one burn of third degree mentioned"
T29.4,"Corrosions of multiple regions, unspecified degree"
T29.5,"Corrosions of multiple regions, no more than first-degree corrosions mentioned"
T29.6,"Corrosions of multiple regions, no more than second-degree corrosions mentioned"
T29.7,"Corrosions of multiple regions, at least one corrosion of third degree mentioned"
T30,"Burn and corrosion, body region unspecified"
T30.0,"Burn of unspecified body region, unspecified degree"
T30.1,"Burn of first degree, body region unspecified"
T30.2,"Burn of second degree, body region unspecified"
T30.3,"Burn of third degree, body region unspecified"
T30.4,"Corrosion of unspecified body region, unspecified degree"
T30.5,"Corrosion of first degree, body region unspecified"
T30.6,"Corrosion of second degree, body region unspecified"
T30.7,"Corrosion of third degree, body region unspecified"
T31,Burns classified according to extent of body surface involved
T31.0,Burns involving less than 10% of body surface
T31.1,Burns involving 10-19% of body surface
T31.2,Burns involving 20-29% of body surface
T31.3,Burns involving 30-39% of body surface
T31.4,Burns involving 40-49% of body surface
T31.5,Burns involving 50-59% of body surface
T31.6,Burns involving 60-69% of body surface
T31.7,Burns involving 70-79% of body surface
T31.8,Burns involving 80-89% of body surface
T31.9,Burns involving 90% or more of body surface
T32,Corrosions classified according to extent of body surface involved
T32.0,Corrosions involving less than 10% of body surface
T32.1,Corrosions involving 10-19% of body surface
T32.2,Corrosions involving 20-29% of body surface
T32.3,Corrosions involving 30-39% of body surface
T32.4,Corrosions involving 40-49% of body surface
T32.5,Corrosions involving 50-59% of body surface
T32.6,Corrosions involving 60-69% of body surface
T32.7,Corrosions involving 70-79% of body surface
T32.8,Corrosions involving 80-89% of body surface
T32.9,Corrosions involving 90% or more of body surface
T33-,ICD-10 Version
T33,Superficial frostbite
T33.0,Superficial frostbite of head
T33.1,Superficial frostbite of neck
T33.2,Superficial frostbite of thorax
T33.3,"Superficial frostbite of abdominal wall, lower back and pelvis"
T33.4,Superficial frostbite of arm
T33.5,Superficial frostbite of wrist and hand
T33.6,Superficial frostbite of hip and thigh
T33.7,Superficial frostbite of knee and lower leg
T33.8,Superficial frostbite of ankle and foot
T33.9,Superficial frostbite of other and unspecified sites
T34,Frostbite with tissue necrosis
T34.0,Frostbite with tissue necrosis of head
T34.1,Frostbite with tissue necrosis of neck
T34.2,Frostbite with tissue necrosis of thorax
T34.3,"Frostbite with tissue necrosis of abdominal wall, lower back and pelvis"
T34.4,Frostbite with tissue necrosis of arm
T34.5,Frostbite with tissue necrosis of wrist and hand
T34.6,Frostbite with tissue necrosis of hip and thigh
T34.7,Frostbite with tissue necrosis of knee and lower leg
T34.8,Frostbite with tissue necrosis of ankle and foot
T34.9,Frostbite with tissue necrosis of other and unspecified sites
T35,Frostbite involving multiple body regions and unspecified frostbite
T35.0,Superficial frostbite involving multiple body regions
T35.1,Frostbite with tissue necrosis involving multiple body regions
T35.2,Unspecified frostbite of head and neck
T35.3,"Unspecified frostbite of thorax, abdomen, lower back and pelvis"
T35.4,Unspecified frostbite of upper limb
T35.5,Unspecified frostbite of lower limb
T35.6,Unspecified frostbite involving multiple body regions
T35.7,Unspecified frostbite of unspecified site
T36-,ICD-10 Version
T36,Poisoning by systemic antibiotics
T36.0,Penicillins
T36.1,Cefalosporins and other beta-lactam antibiotics
T36.2,Chloramphenicol group
T36.3,Macrolides
T36.4,Tetracyclines
T36.5,Aminoglycosides
T36.6,Rifamycins
T36.7,"Antifungal antibiotics, systemically used"
T36.8,Other systemic antibiotics
T36.9,"Systemic antibiotic, unspecified"
T37,Poisoning by other systemic anti-infectives and antiparasitics
T37.0,Sulfonamides
T37.1,Antimycobacterial drugs
T37.2,Antimalarials and drugs acting on other blood protozoa
T37.3,Other antiprotozoal drugs
T37.4,Anthelminthics
T37.5,Antiviral drugs
T37.8,Other specified systemic anti-infectives and antiparasitics
T37.9,"Systemic anti-infective and antiparasitic, unspecified"
T38,"Poisoning by hormones and their synthetic substitutes and antagonists, not elsewhere classified"
T38.0,Glucocorticoids and synthetic analogues
T38.1,Thyroid hormones and substitutes
T38.2,Antithyroid drugs
T38.3,Insulin and oral hypoglycaemic [antidiabetic] drugs
T38.4,Oral contraceptives
T38.5,Other estrogens and progestogens
T38.6,"Antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified"
T38.7,Androgens and anabolic congeners
T38.8,Other and unspecified hormones and their synthetic substitutes
T38.9,Other and unspecified hormone antagonists
T39,"Poisoning by nonopioid analgesics, antipyretics and antirheumatics"
T39.0,Salicylates
T39.1,4-Aminophenol derivatives
T39.2,Pyrazolone derivatives
T39.3,Other nonsteroidal anti-inflammatory drugs [NSAID]
T39.4,"Antirheumatics, not elsewhere classified"
T39.8,"Other nonopioid analgesics and antipyretics, not elsewhere classified"
T39.9,"Nonopioid analgesic, antipyretic and antirheumatic, unspecified"
T40,Poisoning by narcotics and psychodysleptics [hallucinogens]
T40.1,Heroin
T40.2,Other opioids
T40.3,Methadone
T40.4,Other synthetic narcotics
T40.5,Cocaine
T40.6,Other and unspecified narcotics
T40.7,Cannabis (derivatives)
T40.8,Lysergide [LSD]
T40.9,Other and unspecified psychodysleptics [hallucinogens]
T41,Poisoning by anaesthetics and therapeutic gases
T41.0,Inhaled anaesthetics
T41.1,Intravenous anaesthetics
T41.2,Other and unspecified general anaesthetics
T41.3,Local anaesthetics
T41.4,"Anaesthetic, unspecified"
T41.5,Therapeutic gases
T42,"Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs"
T42.0,Hydantoin derivatives
T42.1,Iminostilbenes
T42.2,Succinimides and oxazolidinediones
T42.3,Barbiturates
T42.4,Benzodiazepines
T42.5,"Mixed antiepileptics, not elsewhere classified"
T42.6,Other antiepileptic and sedative-hypnotic drugs
T42.7,"Antiepileptic and sedative-hypnotic drugs, unspecified"
T42.8,Antiparkinsonism drugs and other central muscle-tone depressants
T43,"Poisoning by psychotropic drugs, not elsewhere classified"
T43.0,Tricyclic and tetracyclic antidepressants
T43.1,Monoamine-oxidase-inhibitor antidepressants
T43.2,Other and unspecified antidepressants
T43.3,Phenothiazine antipsychotics and neuroleptics
T43.4,Butyrophenone and thioxanthene neuroleptics
T43.5,Other and unspecified antipsychotics and neuroleptics
T43.6,Psychostimulants with abuse potential
T43.8,"Other psychotropic drugs, not elsewhere classified"
T43.9,"Psychotropic drug, unspecified"
T44,Poisoning by drugs primarily affecting the autonomic nervous system
T44.0,Anticholinesterase agents
T44.1,Other parasympathomimetics [cholinergics]
T44.2,"Ganglionic blocking drugs, not elsewhere classified"
T44.3,"Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, not elsewhere classified"
T44.4,"Predominantly alpha-adrenoreceptor agonists, not elsewhere classified"
T44.5,"Predominantly beta-adrenoreceptor agonists, not elsewhere classified"
T44.6,"Alpha-adrenoreceptor antagonists, not elsewhere classified"
T44.7,"Beta-adrenoreceptor antagonists, not elsewhere classified"
T44.8,"Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified"
T44.9,Other and unspecified drugs primarily affecting the autonomic nervous system
T45,"Poisoning by primarily systemic and haematological agents, not elsewhere classified"
T45.0,Antiallergic and antiemetic drugs
T45.1,Antineoplastic and immunosuppressive drugs
T45.2,"Vitamins, not elsewhere classified"
T45.3,"Enzymes, not elsewhere classified"
T45.4,Iron and its compounds
T45.5,Anticoagulants
T45.6,Fibrinolysis-affecting drugs
T45.7,"Anticoagulant antagonists, vitamin K and other coagulants"
T45.8,Other primarily systemic and haematological agents
T45.9,"Primarily systemic and haematological agent, unspecified"
T46,Poisoning by agents primarily affecting the cardiovascular system
T46.0,Cardiac-stimulant glycosides and drugs of similar action
T46.1,Calcium-channel blockers
T46.2,"Other antidysrhythmic drugs, not elsewhere classified"
T46.3,"Coronary vasodilators, not elsewhere classified"
T46.4,Angiotensin-converting-enzyme inhibitors
T46.5,"Other antihypertensive drugs, not elsewhere classified"
T46.6,Antihyperlipidaemic and antiarteriosclerotic drugs
T46.7,Peripheral vasodilators
T46.8,"Antivaricose drugs, including sclerosing agents"
T46.9,Other and unspecified agents primarily affecting the cardiovascular system
T47,Poisoning by agents primarily affecting the gastrointestinal system
T47.0,Histamine H2-receptor antagonists
T47.1,Other antacids and anti-gastric-secretion drugs
T47.2,Stimulant laxatives
T47.3,Saline and osmotic laxatives
T47.4,Other laxatives
T47.5,Digestants
T47.6,Antidiarrhoeal drugs
T47.7,Emetics
T47.8,Other agents primarily affecting the gastrointestinal system
T47.9,"Agent primarily affecting the gastrointestinal system, unspecified"
T48,Poisoning by agents primarily acting on smooth and skeletal muscles and the respiratory system
T48.0,Oxytocic drugs
T48.1,Skeletal muscle relaxants [neuromuscular blocking agents]
T48.2,Other and unspecified agents primarily acting on muscles
T48.3,Antitussives
T48.4,Expectorants
T48.5,Anti-common-cold drugs
T48.6,"Antiasthmatics, not elsewhere classified"
T48.7,Other and unspecified agents primarily acting on the respiratory system
T49,"Poisoning by topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinolaryngological and dental drugs"
T49.0,"Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified"
T49.1,Antipruritics
T49.2,Local astringents and local detergents
T49.3,"Emollients, demulcents and protectants"
T49.4,"Keratolytics, keratoplastics and other hair treatment drugs and preparations"
T49.5,Ophthalmological drugs and preparations
T49.6,Otorhinolaryngological drugs and preparations
T49.7,"Dental drugs, topically applied"
T49.8,Other topical agents
T49.9,"Topical agent, unspecified"
T50,"Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances"
T50.0,Mineralocorticoids and their antagonists
T50.1,Loop [high-ceiling] diuretics
T50.2,"Carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics"
T50.3,"Electrolytic, caloric and water-balance agents"
T50.4,Drugs affecting uric acid metabolism
T50.5,Appetite depressants
T50.6,"Antidotes and chelating agents, not elsewhere classified"
T50.7,Analeptics and opioid receptor antagonists
T50.8,Diagnostic agents
T50.9,"Other and unspecified drugs, medicaments and biological substances"
T51-,ICD-10 Version
T51,Toxic effect of alcohol
T51.0,Ethanol
T51.1,Methanol
T51.2,2-Propanol
T51.3,Fusel oil
