Code,Description
S01.111D,"Laceration without foreign body of right eyelid and periocular area, subsequent encounter"
S01.111S,"Laceration without foreign body of right eyelid and periocular area, sequela"
S01.112A,"Laceration without foreign body of left eyelid and periocular area, initial encounter"
S01.112D,"Laceration without foreign body of left eyelid and periocular area, subsequent encounter"
S01.112S,"Laceration without foreign body of left eyelid and periocular area, sequela"
S01.119A,"Laceration without foreign body of unspecified eyelid and periocular area, initial encounter"
S01.119D,"Laceration without foreign body of unspecified eyelid and periocular area, subsequent encounter"
S01.119S,"Laceration without foreign body of unspecified eyelid and periocular area, sequela"
S01.121A,"Laceration with foreign body of right eyelid and periocular area, initial encounter"
S01.121D,"Laceration with foreign body of right eyelid and periocular area, subsequent encounter"
S01.121S,"Laceration with foreign body of right eyelid and periocular area, sequela"
S01.122A,"Laceration with foreign body of left eyelid and periocular area, initial encounter"
S01.122D,"Laceration with foreign body of left eyelid and periocular area, subsequent encounter"
S01.122S,"Laceration with foreign body of left eyelid and periocular area, sequela"
S01.129A,"Laceration with foreign body of unspecified eyelid and periocular area, initial encounter"
S01.129D,"Laceration with foreign body of unspecified eyelid and periocular area, subsequent encounter"
S01.129S,"Laceration with foreign body of unspecified eyelid and periocular area, sequela"
S01.131A,"Puncture wound without foreign body of right eyelid and periocular area, initial encounter"
S01.131D,"Puncture wound without foreign body of right eyelid and periocular area, subsequent encounter"
S01.131S,"Puncture wound without foreign body of right eyelid and periocular area, sequela"
S01.132A,"Puncture wound without foreign body of left eyelid and periocular area, initial encounter"
S01.132D,"Puncture wound without foreign body of left eyelid and periocular area, subsequent encounter"
S01.132S,"Puncture wound without foreign body of left eyelid and periocular area, sequela"
S01.139A,"Puncture wound without foreign body of unspecified eyelid and periocular area, initial encounter"
S01.139D,"Puncture wound without foreign body of unspecified eyelid and periocular area, subsequent encounter"
S01.139S,"Puncture wound without foreign body of unspecified eyelid and periocular area, sequela"
S01.141A,"Puncture wound with foreign body of right eyelid and periocular area, initial encounter"
S01.141D,"Puncture wound with foreign body of right eyelid and periocular area, subsequent encounter"
S01.141S,"Puncture wound with foreign body of right eyelid and periocular area, sequela"
S01.142A,"Puncture wound with foreign body of left eyelid and periocular area, initial encounter"
S01.142D,"Puncture wound with foreign body of left eyelid and periocular area, subsequent encounter"
S01.142S,"Puncture wound with foreign body of left eyelid and periocular area, sequela"
S01.149A,"Puncture wound with foreign body of unspecified eyelid and periocular area, initial encounter"
S01.149D,"Puncture wound with foreign body of unspecified eyelid and periocular area, subsequent encounter"
S01.149S,"Puncture wound with foreign body of unspecified eyelid and periocular area, sequela"
S01.151A,"Open bite of right eyelid and periocular area, initial encounter"
S01.151D,"Open bite of right eyelid and periocular area, subsequent encounter"
S01.151S,"Open bite of right eyelid and periocular area, sequela"
S01.152A,"Open bite of left eyelid and periocular area, initial encounter"
S01.152D,"Open bite of left eyelid and periocular area, subsequent encounter"
S01.152S,"Open bite of left eyelid and periocular area, sequela"
S01.159A,"Open bite of unspecified eyelid and periocular area, initial encounter"
S01.159D,"Open bite of unspecified eyelid and periocular area, subsequent encounter"
S01.159S,"Open bite of unspecified eyelid and periocular area, sequela"
S01.20XA,"Unspecified open wound of nose, initial encounter"
S01.20XD,"Unspecified open wound of nose, subsequent encounter"
S01.20XS,"Unspecified open wound of nose, sequela"
S01.21XA,"Laceration without foreign body of nose, initial encounter"
S01.21XD,"Laceration without foreign body of nose, subsequent encounter"
S01.21XS,"Laceration without foreign body of nose, sequela"
S01.22XA,"Laceration with foreign body of nose, initial encounter"
S01.22XD,"Laceration with foreign body of nose, subsequent encounter"
S01.22XS,"Laceration with foreign body of nose, sequela"
S01.23XA,"Puncture wound without foreign body of nose, initial encounter"
S01.23XD,"Puncture wound without foreign body of nose, subsequent encounter"
S01.23XS,"Puncture wound without foreign body of nose, sequela"
S01.24XA,"Puncture wound with foreign body of nose, initial encounter"
S01.24XD,"Puncture wound with foreign body of nose, subsequent encounter"
S01.24XS,"Puncture wound with foreign body of nose, sequela"
S01.25XA,"Open bite of nose, initial encounter"
S01.25XD,"Open bite of nose, subsequent encounter"
S01.25XS,"Open bite of nose, sequela"
S01.301A,"Unspecified open wound of right ear, initial encounter"
S01.301D,"Unspecified open wound of right ear, subsequent encounter"
S01.301S,"Unspecified open wound of right ear, sequela"
S01.302A,"Unspecified open wound of left ear, initial encounter"
S01.302D,"Unspecified open wound of left ear, subsequent encounter"
S01.302S,"Unspecified open wound of left ear, sequela"
S01.309A,"Unspecified open wound of unspecified ear, initial encounter"
S01.309D,"Unspecified open wound of unspecified ear, subsequent encounter"
S01.309S,"Unspecified open wound of unspecified ear, sequela"
S01.311A,"Laceration without foreign body of right ear, initial encounter"
S01.311D,"Laceration without foreign body of right ear, subsequent encounter"
S01.311S,"Laceration without foreign body of right ear, sequela"
S01.312A,"Laceration without foreign body of left ear, initial encounter"
S01.312D,"Laceration without foreign body of left ear, subsequent encounter"
S01.312S,"Laceration without foreign body of left ear, sequela"
S01.319A,"Laceration without foreign body of unspecified ear, initial encounter"
S01.319D,"Laceration without foreign body of unspecified ear, subsequent encounter"
S01.319S,"Laceration without foreign body of unspecified ear, sequela"
S01.321A,"Laceration with foreign body of right ear, initial encounter"
S01.321D,"Laceration with foreign body of right ear, subsequent encounter"
S01.321S,"Laceration with foreign body of right ear, sequela"
S01.322A,"Laceration with foreign body of left ear, initial encounter"
S01.322D,"Laceration with foreign body of left ear, subsequent encounter"
S01.322S,"Laceration with foreign body of left ear, sequela"
S01.329A,"Laceration with foreign body of unspecified ear, initial encounter"
S01.329D,"Laceration with foreign body of unspecified ear, subsequent encounter"
S01.329S,"Laceration with foreign body of unspecified ear, sequela"
S01.331A,"Puncture wound without foreign body of right ear, initial encounter"
S01.331D,"Puncture wound without foreign body of right ear, subsequent encounter"
S01.331S,"Puncture wound without foreign body of right ear, sequela"
S01.332A,"Puncture wound without foreign body of left ear, initial encounter"
S01.332D,"Puncture wound without foreign body of left ear, subsequent encounter"
S01.332S,"Puncture wound without foreign body of left ear, sequela"
S01.339A,"Puncture wound without foreign body of unspecified ear, initial encounter"
S01.339D,"Puncture wound without foreign body of unspecified ear, subsequent encounter"
S01.339S,"Puncture wound without foreign body of unspecified ear, sequela"
S01.341A,"Puncture wound with foreign body of right ear, initial encounter"
S01.341D,"Puncture wound with foreign body of right ear, subsequent encounter"
S01.341S,"Puncture wound with foreign body of right ear, sequela"
S01.342A,"Puncture wound with foreign body of left ear, initial encounter"
S01.342D,"Puncture wound with foreign body of left ear, subsequent encounter"
S01.342S,"Puncture wound with foreign body of left ear, sequela"
S01.349A,"Puncture wound with foreign body of unspecified ear, initial encounter"
S01.349D,"Puncture wound with foreign body of unspecified ear, subsequent encounter"
S01.349S,"Puncture wound with foreign body of unspecified ear, sequela"
S01.351A,"Open bite of right ear, initial encounter"
S01.351D,"Open bite of right ear, subsequent encounter"
S01.351S,"Open bite of right ear, sequela"
S01.352A,"Open bite of left ear, initial encounter"
S01.352D,"Open bite of left ear, subsequent encounter"
S01.352S,"Open bite of left ear, sequela"
S01.359A,"Open bite of unspecified ear, initial encounter"
S01.359D,"Open bite of unspecified ear, subsequent encounter"
S01.359S,"Open bite of unspecified ear, sequela"
S01.401A,"Unspecified open wound of right cheek and temporomandibular area, initial encounter"
S01.401D,"Unspecified open wound of right cheek and temporomandibular area, subsequent encounter"
S01.401S,"Unspecified open wound of right cheek and temporomandibular area, sequela"
S01.402A,"Unspecified open wound of left cheek and temporomandibular area, initial encounter"
S01.402D,"Unspecified open wound of left cheek and temporomandibular area, subsequent encounter"
S01.402S,"Unspecified open wound of left cheek and temporomandibular area, sequela"
S01.409A,"Unspecified open wound of unspecified cheek and temporomandibular area, initial encounter"
S01.409D,"Unspecified open wound of unspecified cheek and temporomandibular area, subsequent encounter"
S01.409S,"Unspecified open wound of unspecified cheek and temporomandibular area, sequela"
S01.411A,"Laceration without foreign body of right cheek and temporomandibular area, initial encounter"
S01.411D,"Laceration without foreign body of right cheek and temporomandibular area, subsequent encounter"
S01.411S,"Laceration without foreign body of right cheek and temporomandibular area, sequela"
S01.412A,"Laceration without foreign body of left cheek and temporomandibular area, initial encounter"
S01.412D,"Laceration without foreign body of left cheek and temporomandibular area, subsequent encounter"
S01.412S,"Laceration without foreign body of left cheek and temporomandibular area, sequela"
S01.419A,"Laceration without foreign body of unspecified cheek and temporomandibular area, initial encounter"
S01.419D,"Laceration without foreign body of unspecified cheek and temporomandibular area, subsequent encounter"
S01.419S,"Laceration without foreign body of unspecified cheek and temporomandibular area, sequela"
S01.421A,"Laceration with foreign body of right cheek and temporomandibular area, initial encounter"
S01.421D,"Laceration with foreign body of right cheek and temporomandibular area, subsequent encounter"
S01.421S,"Laceration with foreign body of right cheek and temporomandibular area, sequela"
S01.422A,"Laceration with foreign body of left cheek and temporomandibular area, initial encounter"
S01.422D,"Laceration with foreign body of left cheek and temporomandibular area, subsequent encounter"
S01.422S,"Laceration with foreign body of left cheek and temporomandibular area, sequela"
S01.429A,"Laceration with foreign body of unspecified cheek and temporomandibular area, initial encounter"
S01.429D,"Laceration with foreign body of unspecified cheek and temporomandibular area, subsequent encounter"
S01.429S,"Laceration with foreign body of unspecified cheek and temporomandibular area, sequela"
S01.431A,"Puncture wound without foreign body of right cheek and temporomandibular area, initial encounter"
S01.431D,"Puncture wound without foreign body of right cheek and temporomandibular area, subsequent encounter"
S01.431S,"Puncture wound without foreign body of right cheek and temporomandibular area, sequela"
S01.432A,"Puncture wound without foreign body of left cheek and temporomandibular area, initial encounter"
S01.432D,"Puncture wound without foreign body of left cheek and temporomandibular area, subsequent encounter"
S01.432S,"Puncture wound without foreign body of left cheek and temporomandibular area, sequela"
S01.439A,"Puncture wound without foreign body of unspecified cheek and temporomandibular area, initial encounter"
S01.439D,"Puncture wound without foreign body of unspecified cheek and temporomandibular area, subsequent encounter"
S01.439S,"Puncture wound without foreign body of unspecified cheek and temporomandibular area, sequela"
S01.441A,"Puncture wound with foreign body of right cheek and temporomandibular area, initial encounter"
S01.441D,"Puncture wound with foreign body of right cheek and temporomandibular area, subsequent encounter"
S01.441S,"Puncture wound with foreign body of right cheek and temporomandibular area, sequela"
S01.442A,"Puncture wound with foreign body of left cheek and temporomandibular area, initial encounter"
S01.442D,"Puncture wound with foreign body of left cheek and temporomandibular area, subsequent encounter"
S01.442S,"Puncture wound with foreign body of left cheek and temporomandibular area, sequela"
S01.449A,"Puncture wound with foreign body of unspecified cheek and temporomandibular area, initial encounter"
S01.449D,"Puncture wound with foreign body of unspecified cheek and temporomandibular area, subsequent encounter"
S01.449S,"Puncture wound with foreign body of unspecified cheek and temporomandibular area, sequela"
S01.451A,"Open bite of right cheek and temporomandibular area, initial encounter"
S01.451D,"Open bite of right cheek and temporomandibular area, subsequent encounter"
S01.451S,"Open bite of right cheek and temporomandibular area, sequela"
S01.452A,"Open bite of left cheek and temporomandibular area, initial encounter"
S01.452D,"Open bite of left cheek and temporomandibular area, subsequent encounter"
S01.452S,"Open bite of left cheek and temporomandibular area, sequela"
S01.459A,"Open bite of unspecified cheek and temporomandibular area, initial encounter"
S01.459D,"Open bite of unspecified cheek and temporomandibular area, subsequent encounter"
S01.459S,"Open bite of unspecified cheek and temporomandibular area, sequela"
S01.501A,"Unspecified open wound of lip, initial encounter"
S01.501D,"Unspecified open wound of lip, subsequent encounter"
S01.501S,"Unspecified open wound of lip, sequela"
S01.502A,"Unspecified open wound of oral cavity, initial encounter"
S01.502D,"Unspecified open wound of oral cavity, subsequent encounter"
S01.502S,"Unspecified open wound of oral cavity, sequela"
S01.511A,"Laceration without foreign body of lip, initial encounter"
S01.511D,"Laceration without foreign body of lip, subsequent encounter"
S01.511S,"Laceration without foreign body of lip, sequela"
S01.512A,"Laceration without foreign body of oral cavity, initial encounter"
S01.512D,"Laceration without foreign body of oral cavity, subsequent encounter"
S01.512S,"Laceration without foreign body of oral cavity, sequela"
S01.521A,"Laceration with foreign body of lip, initial encounter"
S01.521D,"Laceration with foreign body of lip, subsequent encounter"
V00.01XA,"Pedestrian on foot injured in collision with roller-skater, initial encounter"
V00.01XD,"Pedestrian on foot injured in collision with roller-skater, subsequent encounter"
V00.01XS,"Pedestrian on foot injured in collision with roller-skater, sequela"
V00.02XA,"Pedestrian on foot injured in collision with skateboarder, initial encounter"
V00.02XD,"Pedestrian on foot injured in collision with skateboarder, subsequent encounter"
V00.02XS,"Pedestrian on foot injured in collision with skateboarder, sequela"
V00.031A,"Pedestrian on foot injured in collision with rider of standing electric scooter, initial encounter"
V00.031D,"Pedestrian on foot injured in collision with rider of standing electric scooter, subsequent encounter"
V00.031S,"Pedestrian on foot injured in collision with rider of standing electric scooter, sequela"
V00.038A,"Pedestrian on foot injured in collision with rider of other standing micro-mobility pedestrian conveyance, initial encounter"
V00.038D,"Pedestrian on foot injured in collision with rider of other standing micro-mobility pedestrian conveyance, subsequent encounter"
V00.038S,"Pedestrian on foot injured in collision with rider of other standing micro-mobility pedestrian conveyance, sequela"
V00.09XA,"Pedestrian on foot injured in collision with other pedestrian conveyance, initial encounter"
V00.09XD,"Pedestrian on foot injured in collision with other pedestrian conveyance, subsequent encounter"
V00.09XS,"Pedestrian on foot injured in collision with other pedestrian conveyance, sequela"
V00.111A,"Fall from in-line roller-skates, initial encounter"
V00.111D,"Fall from in-line roller-skates, subsequent encounter"
V00.111S,"Fall from in-line roller-skates, sequela"
V00.112A,"In-line roller-skater colliding with stationary object, initial encounter"
V00.112D,"In-line roller-skater colliding with stationary object, subsequent encounter"
V00.112S,"In-line roller-skater colliding with stationary object, sequela"
V00.118A,"Other in-line roller-skate accident, initial encounter"
V00.118D,"Other in-line roller-skate accident, subsequent encounter"
V00.118S,"Other in-line roller-skate accident, sequela"
V00.121A,"Fall from non-in-line roller-skates, initial encounter"
V00.121D,"Fall from non-in-line roller-skates, subsequent encounter"
V00.121S,"Fall from non-in-line roller-skates, sequela"
V00.122A,"Non-in-line roller-skater colliding with stationary object, initial encounter"
V00.122D,"Non-in-line roller-skater colliding with stationary object, subsequent encounter"
V00.122S,"Non-in-line roller-skater colliding with stationary object, sequela"
V00.128A,"Other non-in-line roller-skating accident, initial encounter"
V00.128D,"Other non-in-line roller-skating accident, subsequent encounter"
V00.128S,"Other non-in-line roller-skating accident, sequela"
V00.131A,"Fall from skateboard, initial encounter"
V00.131D,"Fall from skateboard, subsequent encounter"
V00.131S,"Fall from skateboard, sequela"
V00.132A,"Skateboarder colliding with stationary object, initial encounter"
V00.132D,"Skateboarder colliding with stationary object, subsequent encounter"
V00.132S,"Skateboarder colliding with stationary object, sequela"
V00.138A,"Other skateboard accident, initial encounter"
V00.138D,"Other skateboard accident, subsequent encounter"
V00.138S,"Other skateboard accident, sequela"
V00.141A,"Fall from scooter (nonmotorized), initial encounter"
V00.141D,"Fall from scooter (nonmotorized), subsequent encounter"
V00.141S,"Fall from scooter (nonmotorized), sequela"
V00.142A,"Scooter (nonmotorized) colliding with stationary object, initial encounter"
V00.142D,"Scooter (nonmotorized) colliding with stationary object, subsequent encounter"
V00.142S,"Scooter (nonmotorized) colliding with stationary object, sequela"
V00.148A,"Other scooter (nonmotorized) accident, initial encounter"
V00.148D,"Other scooter (nonmotorized) accident, subsequent encounter"
V00.148S,"Other scooter (nonmotorized) accident, sequela"
V00.151A,"Fall from heelies, initial encounter"
V00.151D,"Fall from heelies, subsequent encounter"
V00.151S,"Fall from heelies, sequela"
V00.152A,"Heelies colliding with stationary object, initial encounter"
V00.152D,"Heelies colliding with stationary object, subsequent encounter"
V00.152S,"Heelies colliding with stationary object, sequela"
V00.158A,"Other heelies accident, initial encounter"
V00.158D,"Other heelies accident, subsequent encounter"
V00.158S,"Other heelies accident, sequela"
V00.181A,"Fall from other rolling-type pedestrian conveyance, initial encounter"
V00.181D,"Fall from other rolling-type pedestrian conveyance, subsequent encounter"
V00.181S,"Fall from other rolling-type pedestrian conveyance, sequela"
V00.182A,"Pedestrian on other rolling-type pedestrian conveyance colliding with stationary object, initial encounter"
V00.182D,"Pedestrian on other rolling-type pedestrian conveyance colliding with stationary object, subsequent encounter"
V00.182S,"Pedestrian on other rolling-type pedestrian conveyance colliding with stationary object, sequela"
V00.188A,"Other accident on other rolling-type pedestrian conveyance, initial encounter"
V00.188D,"Other accident on other rolling-type pedestrian conveyance, subsequent encounter"
V00.188S,"Other accident on other rolling-type pedestrian conveyance, sequela"
V00.211A,"Fall from ice-skates, initial encounter"
V00.211D,"Fall from ice-skates, subsequent encounter"
V00.211S,"Fall from ice-skates, sequela"
V00.212A,"Ice-skater colliding with stationary object, initial encounter"
V00.212D,"Ice-skater colliding with stationary object, subsequent encounter"
V00.212S,"Ice-skater colliding with stationary object, sequela"
V00.218A,"Other ice-skates accident, initial encounter"
V00.218D,"Other ice-skates accident, subsequent encounter"
V00.218S,"Other ice-skates accident, sequela"
V00.221A,"Fall from sled, initial encounter"
V00.221D,"Fall from sled, subsequent encounter"
V00.221S,"Fall from sled, sequela"
V00.222A,"Sledder colliding with stationary object, initial encounter"
V00.222D,"Sledder colliding with stationary object, subsequent encounter"
V00.222S,"Sledder colliding with stationary object, sequela"
V00.228A,"Other sled accident, initial encounter"
V00.228D,"Other sled accident, subsequent encounter"
V00.228S,"Other sled accident, sequela"
V00.281A,"Fall from other gliding-type pedestrian conveyance, initial encounter"
V00.281D,"Fall from other gliding-type pedestrian conveyance, subsequent encounter"
V00.281S,"Fall from other gliding-type pedestrian conveyance, sequela"
V00.282A,"Pedestrian on other gliding-type pedestrian conveyance colliding with stationary object, initial encounter"
V00.282D,"Pedestrian on other gliding-type pedestrian conveyance colliding with stationary object, subsequent encounter"
V00.282S,"Pedestrian on other gliding-type pedestrian conveyance colliding with stationary object, sequela"
V00.288A,"Other accident on other gliding-type pedestrian conveyance, initial encounter"
V00.288D,"Other accident on other gliding-type pedestrian conveyance, subsequent encounter"
V00.288S,"Other accident on other gliding-type pedestrian conveyance, sequela"
V00.311A,"Fall from snowboard, initial encounter"
V00.311D,"Fall from snowboard, subsequent encounter"
V00.311S,"Fall from snowboard, sequela"
V00.312A,"Snowboarder colliding with stationary object, initial encounter"
V00.312D,"Snowboarder colliding with stationary object, subsequent encounter"
V00.312S,"Snowboarder colliding with stationary object, sequela"
V00.318A,"Other snowboard accident, initial encounter"
V00.318D,"Other snowboard accident, subsequent encounter"
V00.318S,"Other snowboard accident, sequela"
V00.321A,"Fall from snow-skis, initial encounter"
V00.321D,"Fall from snow-skis, subsequent encounter"
V00.321S,"Fall from snow-skis, sequela"
V00.322A,"Snow-skier colliding with stationary object, initial encounter"
V00.322D,"Snow-skier colliding with stationary object, subsequent encounter"
V00.322S,"Snow-skier colliding with stationary object, sequela"
V00.328A,"Other snow-ski accident, initial encounter"
V00.328D,"Other snow-ski accident, subsequent encounter"
V00.328S,"Other snow-ski accident, sequela"
V00.381A,"Fall from other flat-bottomed pedestrian conveyance, initial encounter"
V00.381D,"Fall from other flat-bottomed pedestrian conveyance, subsequent encounter"
V00.381S,"Fall from other flat-bottomed pedestrian conveyance, sequela"
V00.382A,"Pedestrian on other flat-bottomed pedestrian conveyance colliding with stationary object, initial encounter"
V00.382D,"Pedestrian on other flat-bottomed pedestrian conveyance colliding with stationary object, subsequent encounter"
V00.382S,"Pedestrian on other flat-bottomed pedestrian conveyance colliding with stationary object, sequela"
V00.388A,"Other accident on other flat-bottomed pedestrian conveyance, initial encounter"
V00.388D,"Other accident on other flat-bottomed pedestrian conveyance, subsequent encounter"
V00.388S,"Other accident on other flat-bottomed pedestrian conveyance, sequela"
V00.811A,"Fall from moving wheelchair (powered), initial encounter"
V00.811D,"Fall from moving wheelchair (powered), subsequent encounter"
V00.811S,"Fall from moving wheelchair (powered), sequela"
V00.812A,"Wheelchair (powered) colliding with stationary object, initial encounter"
V00.812D,"Wheelchair (powered) colliding with stationary object, subsequent encounter"
V00.812S,"Wheelchair (powered) colliding with stationary object, sequela"
V00.818A,"Other accident with wheelchair (powered), initial encounter"
V00.818D,"Other accident with wheelchair (powered), subsequent encounter"
V00.818S,"Other accident with wheelchair (powered), sequela"
V00.821A,"Fall from baby stroller, initial encounter"
V00.821D,"Fall from baby stroller, subsequent encounter"
V00.821S,"Fall from baby stroller, sequela"
V00.822A,"Baby stroller colliding with stationary object, initial encounter"
V00.822D,"Baby stroller colliding with stationary object, subsequent encounter"
V00.822S,"Baby stroller colliding with stationary object, sequela"
V00.828A,"Other accident with baby stroller, initial encounter"
V00.828D,"Other accident with baby stroller, subsequent encounter"
V00.828S,"Other accident with baby stroller, sequela"
V00.831A,"Fall from motorized mobility scooter, initial encounter"
V00.831D,"Fall from motorized mobility scooter, subsequent encounter"
V00.831S,"Fall from motorized mobility scooter, sequela"
V00.832A,"Motorized mobility scooter colliding with stationary object, initial encounter"
V00.832D,"Motorized mobility scooter colliding with stationary object, subsequent encounter"
V00.832S,"Motorized mobility scooter colliding with stationary object, sequela"
V00.838A,"Other accident with motorized mobility scooter, initial encounter"
V00.838D,"Other accident with motorized mobility scooter, subsequent encounter"
V00.838S,"Other accident with motorized mobility scooter, sequela"
V00.841A,"Fall from standing electric scooter, initial encounter"
V00.841D,"Fall from standing electric scooter, subsequent encounter"
V00.841S,"Fall from standing electric scooter, sequela"
V00.842A,"Pedestrian on standing electric scooter colliding with stationary object, initial encounter"
V00.842D,"Pedestrian on standing electric scooter colliding with stationary object, subsequent encounter"
V00.842S,"Pedestrian on standing electric scooter colliding with stationary object, sequela"
V00.848A,"Other accident with standing micro-mobility pedestrian conveyance, initial encounter"
V00.848D,"Other accident with standing micro-mobility pedestrian conveyance, subsequent encounter"
V00.848S,"Other accident with standing micro-mobility pedestrian conveyance, sequela"
V00.891A,"Fall from other pedestrian conveyance, initial encounter"
V00.891D,"Fall from other pedestrian conveyance, subsequent encounter"
V00.891S,"Fall from other pedestrian conveyance, sequela"
V00.892A,"Pedestrian on other pedestrian conveyance colliding with stationary object, initial encounter"
V00.892D,"Pedestrian on other pedestrian conveyance colliding with stationary object, subsequent encounter"
V00.892S,"Pedestrian on other pedestrian conveyance colliding with stationary object, sequela"
V00.898A,"Other accident on other pedestrian conveyance, initial encounter"
V00.898D,"Other accident on other pedestrian conveyance, subsequent encounter"
V00.898S,"Other accident on other pedestrian conveyance, sequela"
V01.00XA,"Pedestrian on foot injured in collision with pedal cycle in nontraffic accident, initial encounter"
V01.00XD,"Pedestrian on foot injured in collision with pedal cycle in nontraffic accident, subsequent encounter"
V01.00XS,"Pedestrian on foot injured in collision with pedal cycle in nontraffic accident, sequela"
V01.01XA,"Pedestrian on roller-skates injured in collision with pedal cycle in nontraffic accident, initial encounter"
V01.01XD,"Pedestrian on roller-skates injured in collision with pedal cycle in nontraffic accident, subsequent encounter"
V01.01XS,"Pedestrian on roller-skates injured in collision with pedal cycle in nontraffic accident, sequela"
V01.02XA,"Pedestrian on skateboard injured in collision with pedal cycle in nontraffic accident, initial encounter"
V01.02XD,"Pedestrian on skateboard injured in collision with pedal cycle in nontraffic accident, subsequent encounter"
V01.02XS,"Pedestrian on skateboard injured in collision with pedal cycle in nontraffic accident, sequela"
V01.031A,"Pedestrian on standing electric scooter injured in collision with pedal cycle in nontraffic accident, initial encounter"
V01.031D,"Pedestrian on standing electric scooter injured in collision with pedal cycle in nontraffic accident, subsequent encounter"
V01.031S,"Pedestrian on standing electric scooter injured in collision with pedal cycle in nontraffic accident, sequela"
V01.038A,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with pedal cycle in nontraffic accident, initial encounter"
V01.038D,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with pedal cycle in nontraffic accident, subsequent encounter"
V01.038S,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with pedal cycle in nontraffic accident, sequela"
V01.09XA,"Pedestrian with other conveyance injured in collision with pedal cycle in nontraffic accident, initial encounter"
V01.09XD,"Pedestrian with other conveyance injured in collision with pedal cycle in nontraffic accident, subsequent encounter"
V01.09XS,"Pedestrian with other conveyance injured in collision with pedal cycle in nontraffic accident, sequela"
V01.10XA,"Pedestrian on foot injured in collision with pedal cycle in traffic accident, initial encounter"
V01.10XD,"Pedestrian on foot injured in collision with pedal cycle in traffic accident, subsequent encounter"
V01.10XS,"Pedestrian on foot injured in collision with pedal cycle in traffic accident, sequela"
V01.11XA,"Pedestrian on roller-skates injured in collision with pedal cycle in traffic accident, initial encounter"
V01.11XD,"Pedestrian on roller-skates injured in collision with pedal cycle in traffic accident, subsequent encounter"
V01.11XS,"Pedestrian on roller-skates injured in collision with pedal cycle in traffic accident, sequela"
V01.12XA,"Pedestrian on skateboard injured in collision with pedal cycle in traffic accident, initial encounter"
V01.12XD,"Pedestrian on skateboard injured in collision with pedal cycle in traffic accident, subsequent encounter"
V01.12XS,"Pedestrian on skateboard injured in collision with pedal cycle in traffic accident, sequela"
V01.131A,"Pedestrian on standing electric scooter injured in collision with pedal cycle in traffic accident, initial encounter"
V01.131D,"Pedestrian on standing electric scooter injured in collision with pedal cycle in traffic accident, subsequent encounter"
V01.131S,"Pedestrian on standing electric scooter injured in collision with pedal cycle in traffic accident, sequela"
V01.138A,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with pedal cycle in traffic accident, initial encounter"
V01.138D,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with pedal cycle in traffic accident, subsequent encounter"
V01.138S,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with pedal cycle in traffic accident, sequela"
V01.19XA,"Pedestrian with other conveyance injured in collision with pedal cycle in traffic accident, initial encounter"
V01.19XD,"Pedestrian with other conveyance injured in collision with pedal cycle in traffic accident, subsequent encounter"
V01.19XS,"Pedestrian with other conveyance injured in collision with pedal cycle in traffic accident, sequela"
V01.90XA,"Pedestrian on foot injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, initial encounter"
V01.90XD,"Pedestrian on foot injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, subsequent encounter"
V01.90XS,"Pedestrian on foot injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, sequela"
V01.91XA,"Pedestrian on roller-skates injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, initial encounter"
V01.91XD,"Pedestrian on roller-skates injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, subsequent encounter"
V01.91XS,"Pedestrian on roller-skates injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, sequela"
V01.92XA,"Pedestrian on skateboard injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, initial encounter"
V01.92XD,"Pedestrian on skateboard injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, subsequent encounter"
V01.92XS,"Pedestrian on skateboard injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, sequela"
V01.931A,"Pedestrian on standing electric scooter injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, initial encounter"
V01.931D,"Pedestrian on standing electric scooter injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, subsequent encounter"
V01.931S,"Pedestrian on standing electric scooter injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, sequela"
V01.938A,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, initial encounter"
V01.938D,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, subsequent encounter"
V01.938S,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, sequela"
V01.99XA,"Pedestrian with other conveyance injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, initial encounter"
V01.99XD,"Pedestrian with other conveyance injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, subsequent encounter"
